student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
1921,Joseph Yakubu,Biology,Ecology,71.39,55.92,3,Medium,72.85,66.33
1922,Maryam Adesina,English,Comprehension,76.93,81.53,1,High,70.0,70.25
1923,David Adesina,Chemistry,Organic,62.19,65.06,2,Medium,79.1,55.06
1924,Abdul Onyekachi,Biology,Anatomy,82.92,65.6,3,Medium,81.18,73.51
1925,Amarachi Adebayo,Mathematics,Algebra,77.38,46.87,1,Medium,79.45,59.95
1926,Peace Adesina,Mathematics,Probability,75.7,51.3,1,Medium,68.43,59.84
1927,Musa Abdul,Mathematics,Calculus,55.86,63.5,4,Low,90.76,55.18
1928,Emeka Yakubu,English,Comprehension,56.28,54.84,1,Low,78.33,39.92
1929,Esther Adebayo,Chemistry,Inorganic,62.03,73.0,4,High,87.99,71.05
1930,Joseph Ibrahim,Mathematics,Calculus,56.43,85.68,2,Medium,72.0,55.25
1931,Yusuf Sule,Chemistry,Inorganic,62.94,89.57,4,Medium,76.65,68.31
1932,Chinedu Adesina,Mathematics,Algebra,84.65,46.53,1,Low,62.14,42.1
1933,Funke Kabiru,English,Comprehension,69.47,70.5,3,Low,90.43,61.27
1934,Daniel Adesina,Physics,Thermodynamics,60.15,68.03,4,Low,76.18,47.52
1935,Joseph Ibrahim,Mathematics,Probability,97.52,75.8,2,High,77.1,77.64
1936,Abdul Okoye,Biology,Ecology,73.51,65.89,2,Medium,68.69,63.12
1937,Sola Mohammed,English,Grammar,69.63,55.85,4,High,89.19,66.49
1938,Joseph Ahmed,English,Grammar,73.76,88.88,3,Low,75.22,66.16
1939,Tunde Okafor,Biology,Genetics,74.72,57.13,2,Low,75.54,54.51
1940,Ifeoma Bashir,Mathematics,Probability,53.53,100.0,1,Medium,60.93,55.21
1941,Ibrahim Yakubu,Chemistry,Organic,80.77,78.7,2,Medium,64.74,68.59
1942,Zainab Onyekachi,Physics,Thermodynamics,82.61,67.55,2,Medium,100.0,59.43
1943,Chiamaka Ibrahim,Chemistry,Physical,73.33,85.5,1,Low,83.91,60.71
1944,Ifeanyi Mohammed,Mathematics,Algebra,61.51,74.66,1,Medium,83.16,62.84
1945,Peace Adebayo,Mathematics,Geometry,77.48,52.72,3,Low,72.72,49.77
1946,Blessing Abdullahi,Mathematics,Probability,60.37,83.23,3,High,76.08,80.03
1947,Emeka Ibrahim,Mathematics,Probability,67.32,68.9,1,Medium,76.06,55.59
1948,Esther Musa,Mathematics,Geometry,64.31,84.92,4,Medium,76.14,63.22
1949,Samuel Musa,Biology,Genetics,53.9,61.25,2,Low,75.74,54.87
1950,Chukwuka Okoye,English,Vocabulary,48.91,63.2,1,Low,76.44,37.43
1951,Samuel Danladi,Biology,Anatomy,55.0,57.8,1,Low,67.04,46.36
1952,Nnamdi Ahmed,Mathematics,Geometry,63.07,59.67,1,Medium,79.28,63.83
1953,Musa Kabiru,Physics,Mechanics,84.67,39.16,3,Low,80.77,52.87
1954,Emeka Okafor,Chemistry,Organic,66.86,62.03,2,Low,76.18,53.85
1955,Ifeoma Mohammed,Chemistry,Inorganic,58.05,54.55,4,Low,70.51,51.53
1956,Tunde Danladi,English,Vocabulary,72.19,80.8,3,Medium,70.06,67.33
1957,Chiamaka Sadiq,Biology,Anatomy,76.55,85.48,4,High,74.41,72.67
1958,Yusuf Okoye,Physics,Thermodynamics,67.29,50.75,3,High,73.06,62.59
1959,Sola Abdul,English,Comprehension,72.7,63.95,2,Medium,77.18,56.45
1960,Amarachi Sadiq,Biology,Ecology,73.44,66.83,4,Medium,72.24,62.11
1961,Yusuf Olatunji,English,Grammar,64.25,61.28,4,Medium,81.58,58.92
1962,Daniel Danladi,Chemistry,Physical,84.12,89.98,1,Medium,66.08,68.99
1963,Chukwuka Balogun,English,Comprehension,57.19,63.1,4,Low,95.02,54.8
1964,Chibuzo Musa,English,Comprehension,69.32,76.12,4,Low,64.99,55.11
1965,Blessing Olatunji,Biology,Genetics,50.53,54.71,3,Low,46.5,45.77
1966,Emeka Sule,Chemistry,Inorganic,89.65,70.22,2,Medium,60.84,61.87
1967,Sola Okafor,Chemistry,Physical,59.49,52.74,1,Medium,83.6,56.76
1968,Emeka Yakubu,English,Comprehension,51.13,78.88,2,Medium,90.27,70.06
1969,Abdul Onyekachi,English,Grammar,99.38,54.47,2,Low,100.0,62.38
1970,Yusuf Ibrahim,Mathematics,Probability,57.89,72.91,4,Medium,69.18,62.61
1971,Samuel Sule,Physics,Mechanics,49.16,64.42,4,Medium,87.86,57.97
1972,Yusuf Adesina,Mathematics,Algebra,66.7,75.13,4,Low,86.71,53.28
1973,Samuel Abdul,Biology,Genetics,72.01,63.98,1,Low,76.67,59.1
1974,Joseph Abdul,Mathematics,Probability,50.67,52.81,3,Low,55.65,41.15
1975,Amarachi Ibrahim,Mathematics,Algebra,80.97,66.19,3,Medium,61.6,60.46
1976,Tunde Sadiq,Mathematics,Probability,47.15,51.12,3,Low,78.89,39.95
1977,Emeka Danladi,Biology,Genetics,78.35,66.93,3,Medium,75.86,63.07
1978,Amina Ibrahim,Chemistry,Physical,74.27,79.75,4,Medium,78.35,71.78
1979,Joseph Adebayo,Chemistry,Physical,62.45,76.13,1,Low,71.62,53.83
1980,Amina Okafor,Physics,Mechanics,61.7,61.14,3,High,68.11,61.91
1981,Nnamdi Adesina,Physics,Mechanics,80.73,85.57,1,Low,62.43,67.2
1982,Chukwuka Danladi,English,Grammar,61.18,77.01,1,Low,65.94,53.56
1983,Chiamaka Balogun,Mathematics,Algebra,68.76,45.73,3,Low,81.08,57.74
1984,Samuel Ibrahim,Biology,Ecology,62.9,88.4,2,High,73.1,71.6
1985,Daniel Yakubu,Mathematics,Geometry,38.38,100.0,3,High,89.95,66.08
1986,Emeka Abdul,Biology,Anatomy,41.33,72.32,4,Medium,60.56,56.4
1987,Musa Kabiru,Physics,Thermodynamics,69.94,53.88,4,Medium,86.21,65.11
1988,Yusuf Olatunji,Biology,Genetics,76.71,68.13,1,Low,60.84,58.97
1989,Ngozi Abdullahi,Chemistry,Physical,61.76,47.15,2,Medium,88.52,64.45
1990,Nnamdi Sule,Mathematics,Algebra,64.51,100.0,4,Low,75.91,64.84
1991,Chinedu Sule,Physics,Optics,57.43,92.56,4,Low,67.2,64.75
1992,Sola Olatunji,Physics,Thermodynamics,58.29,61.1,3,Medium,85.3,56.21
1993,Ngozi Yakubu,Physics,Thermodynamics,60.14,84.99,1,High,90.97,69.91
1994,Zainab Danladi,Biology,Ecology,57.14,60.34,2,Medium,75.8,56.22
1995,Emeka Abdullahi,Chemistry,Inorganic,53.15,78.85,2,Medium,75.86,50.4
1996,Amarachi Abdul,Mathematics,Geometry,53.85,60.44,4,High,74.27,68.87
1997,Nnamdi Adebayo,Physics,Mechanics,67.86,55.39,4,Low,77.21,52.8
1998,Chinedu Sadiq,English,Comprehension,68.9,76.71,3,Low,87.09,61.13
1999,Ifeanyi Bashir,Mathematics,Calculus,84.67,81.62,4,Low,67.93,77.13
2000,Abdul Kabiru,Biology,Anatomy,68.92,55.47,3,Low,91.53,65.94
